OBJECTID,country,project_id,project_name,group_id,group_name,project_status,class,sub_class,grant_reference,phase,hectares,Shape__Area,Shape__Length
1171,Scotland,104000000027228,Meikle Ley,103000000017211,2021 FLS Woodland Carbon Projects,Validated,Planted,Broadleaved (>80%),No Grant,6,18.25,182452.1570070684,5889.269110292189
1172,Scotland,104000000027228,Meikle Ley,103000000017211,2021 FLS Woodland Carbon Projects,Validated,Planted,Conifer (>80%),No Grant,6,2.23,22326.685516357422,1297.417967231065
1173,Scotland,104000000027228,Meikle Ley,103000000017211,2021 FLS Woodland Carbon Projects,Validated,Planted,Mixed predominantly conifer (50-80%),No Grant,6,5.63,56331.088439941406,2078.058858724131
1174,Scotland,104000000027228,Meikle Ley,103000000017211,2021 FLS Woodland Carbon Projects,Validated,Other,Open Ground,No Grant,6,2.76,31319.43316026032,4605.567962158002
1175,Scotland,104000000027229,Camusluinie,103000000017207,Forest Carbon Group Scheme 12,Validated,Planted,Broadleaved (>80%),20FGS55904,7,32.97,329715.4823150635,6313.744788048197
1176,Scotland,104000000027229,Camusluinie,103000000017207,Forest Carbon Group Scheme 12,Validated,Other,Open Ground,20FGS55904,7,8.44,84412.91297912598,6432.699794602626
1177,Scotland,104000000027230,Tillygownie,103000000017211,2021 FLS Woodland Carbon Projects,Validated,Planted,Broadleaved (>80%),No Grant,7,7.18,71758.2797241211,4574.956791736645
1178,Scotland,104000000027230,Tillygownie,103000000017211,2021 FLS Woodland Carbon Projects,Validated,Planted,Conifer (>80%),No Grant,7,37.54,375435.3773498535,14379.332343020244
1179,Scotland,104000000027230,Tillygownie,103000000017211,2021 FLS Woodland Carbon Projects,Validated,Other,Open Ground,No Grant,7,16.54,165427.3389892578,24517.92896773504
1180,Scotland,104000000027231,Haddo Estate,103000000017207,Forest Carbon Group Scheme 12,Validated,Planted,Broadleaved (>80%),20FGS53283,7,4.65,46523.97268676758,4668.578214060815
1181,Scotland,104000000027231,Haddo Estate,103000000017207,Forest Carbon Group Scheme 12,Validated,Planted,Conifer (>80%),20FGS53283,7,15.17,151719.64797973633,4127.008871034421
1182,Scotland,104000000027231,Haddo Estate,103000000017207,Forest Carbon Group Scheme 12,Validated,Other,Open Ground,20FGS53283,7,10.65,106472.35974121094,5740.809006481859
1183,Scotland,104000000027232,Mains of Lesmoir,71,FLS Woodland Carbon Projects Group 2,Validated,Planted,Broadleaved (>80%),n/a,8,37.84,378389.2711791992,11238.24246878456
1184,Scotland,104000000027232,Mains of Lesmoir,71,FLS Woodland Carbon Projects Group 2,Validated,Other,Open Ground,n/a,8,10.69,106926.60827636719,16926.045919131448
1185,Scotland,104000000027233,Cowhill WC 2019-21,,,Under Development,Planted,Broadleaved (>80%),22FGS67165,8,6.58,65758.14868164062,6164.821133698394
1186,Scotland,104000000027233,Cowhill WC 2019-21,,,Under Development,Other,Open Ground,22FGS67165,8,1.6,16034.660385131836,3453.356424048404
1187,Scotland,104000000027241,Little Yarrow,103000000017207,Forest Carbon Group Scheme 12,Validated,Planted,Broadleaved (>80%),20FGS55046,8,7.78,77787.31315612793,2515.1532869422053
1188,Scotland,104000000027242,Drumtennant Silverside Farm Woodland,,,Validated,Planted,Broadleaved (>80%),19FGS42103; 20FGS50183,8,5.92,59247.228088378906,2571.0504869008582
1189,Scotland,104000000027242,Drumtennant Silverside Farm Woodland,,,Validated,Planted,Conifer (>80%),19FGS42103; 20FGS50183,8,4.82,48191.47019958496,1088.3498955712882
1190,Scotland,104000000027242,Drumtennant Silverside Farm Woodland,,,Validated,Other,Existing Woodland,19FGS42103; 20FGS50183,8,0.2,1977.9021911621094,381.2581270118123
1191,Scotland,104000000027242,Drumtennant Silverside Farm Woodland,,,Validated,Other,Open Ground,19FGS42103; 20FGS50183,8,1.21,12073.82368543744,1450.69323813157
1192,Scotland,104000000027247,Auchyle,,,Validated,Planted,Broadleaved (>80%),19FGS40823,8,18.86,188601.8419189453,7913.538797620159
1193,Scotland,104000000027247,Auchyle,,,Validated,Planted,Conifer (>80%),19FGS40823,8,23.44,234364.71459960938,6485.328136652035
1194,Scotland,104000000027247,Auchyle,,,Validated,Other,Open Ground,19FGS40823,8,7.63,76271.91506958008,11742.187038473687
1195,Scotland,104000000027248,Cairnhill Woodland Creation,,,Validated,Planted,Broadleaved (>80%),18FGS33819,8,11.81,118100.26574707031,8067.200543211775
1196,Scotland,104000000027248,Cairnhill Woodland Creation,,,Validated,Planted,Conifer (>80%),18FGS33819,8,43.87,438699.0170288086,6008.785250758763
1197,Scotland,104000000027248,Cairnhill Woodland Creation,,,Validated,Other,Open Ground,18FGS33819,8,11.22,112202.76246643066,12320.016177676507
1198,Northern Ireland,104000000027249,"Manus, The Baronscourt Estate",,,Validated,Planted,Broadleaved (>80%),DAERA Business ID: 618225,8,1.04,10374.359817504883,659.4532340264224
1199,Northern Ireland,104000000027249,"Manus, The Baronscourt Estate",,,Validated,Planted,Conifer (>80%),DAERA Business ID: 618225,8,10.92,109228.57540512085,2107.2007833365737
1200,Northern Ireland,104000000027249,"Manus, The Baronscourt Estate",,,Validated,Other,Open Ground,DAERA Business ID: 618225,8,1.55,15509.223154067993,2330.6443070103346
1201,England,104000000027250,Bitterley Hyde Farm,,,Validated,Planted,Broadleaved (>80%),681736,9,2.58,25752.939346313477,1644.3230269031806
1202,England,104000000027250,Bitterley Hyde Farm,,,Validated,Other,Open Ground,681736,9,0.65,6491.158233642578,2761.186615599923
1203,Scotland,104000000027269,Kildavie New Woodland Creation,,,Validated,Planted,Broadleaved (>80%),21FGS60603,8,4.95,49547.55555725098,7263.161253076636
1204,Scotland,104000000027269,Kildavie New Woodland Creation,,,Validated,Planted,Conifer (>80%),21FGS60603,8,44.46,444567.59105682373,8740.779966396358
1205,Scotland,104000000027269,Kildavie New Woodland Creation,,,Validated,Other,Existing Woodland,21FGS60603,8,1.37,13729.563430786133,1857.8345629597293
1206,Scotland,104000000027269,Kildavie New Woodland Creation,,,Validated,Other,Open Ground,21FGS60603,8,19.97,199717.607963562,6360.973774529338
1207,Scotland,104000000027271,Constablewood Estate,,,Validated,Planted,Broadleaved (>80%),19FGS42326-001,7,52.94,529410.316549778,6523.674649918066
1208,Scotland,104000000027271,Constablewood Estate,,,Validated,Other,Existing Woodland,19FGS42326-001,7,0.28,2847.3281860351562,304.18936831417125
1209,Scotland,104000000027271,Constablewood Estate,,,Validated,Other,Open Ground,19FGS42326-001,7,0.65,6509.768909148872,534.4052518645666
1210,Scotland,104000000027272,Glengarry Lochan Fhudair,103000000017211,2021 FLS Woodland Carbon Projects,Validated,Planted,Mixed predominantly broadleaved (50-80%),No Grant,7,42.66,426587.8872528076,52214.53440054153
1211,Scotland,104000000027272,Glengarry Lochan Fhudair,103000000017211,2021 FLS Woodland Carbon Projects,Validated,Natural Regeneration - Future,Broadleaved (>80%),No Grant,7,16.86,168612.85089111328,2469.7487422979184
1212,Scotland,104000000027272,Glengarry Lochan Fhudair,103000000017211,2021 FLS Woodland Carbon Projects,Validated,Other,Open Ground,No Grant,7,133.55,1335514.0960083008,60049.05309893544
1213,Scotland,104000000027273,Glengarry Fhudair Cia-aig,103000000017211,2021 FLS Woodland Carbon Projects,Validated,Planted,Mixed predominantly conifer (50-80%),No Grant,7,69.12,691231.9586334229,55369.62440109412
1214,Scotland,104000000027273,Glengarry Fhudair Cia-aig,103000000017211,2021 FLS Woodland Carbon Projects,Validated,Other,Open Ground,No Grant,7,186.66,1866639.494567871,65675.86730054785
1215,Scotland,104000000027275,Talatoll New Woodland Creation,,,Validated,Planted,Broadleaved (>80%),18FGS35699-001,7,45.67,456701.3429489136,24772.77916307556
1216,Scotland,104000000027275,Talatoll New Woodland Creation,,,Validated,Planted,Conifer (>80%),18FGS35699-001,7,309.66,3096578.719039917,55250.488392129526
1217,Scotland,104000000027275,Talatoll New Woodland Creation,,,Validated,Other,Open Ground,18FGS35699-001,7,126.51,1265057.1656417847,71727.98793592713
1218,Scotland,104000000027284,Monybuie NWC,103000000017212,Auchencheyne Farm New Woodland Group 1’,Validated,Planted,Broadleaved (>80%),19FGS40223,6,7.43,74335.13357543945,4877.460165744188
1219,Scotland,104000000027284,Monybuie NWC,103000000017212,Auchencheyne Farm New Woodland Group 1’,Validated,Planted,Conifer (>80%),19FGS40223,6,98.19,981930.1944122314,22972.12148740505
1220,Scotland,104000000027284,Monybuie NWC,103000000017212,Auchencheyne Farm New Woodland Group 1’,Validated,Other,Open Ground,19FGS40223,6,36.33,363336.453125,20505.96191451557
1221,Scotland,104000000027285,Ell Rigg,103000000017212,Auchencheyne Farm New Woodland Group 1’,Validated,Planted,Broadleaved (>80%),20FGS52864,6,2.88,28780.645782470703,1884.786641755127
1222,Scotland,104000000027285,Ell Rigg,103000000017212,Auchencheyne Farm New Woodland Group 1’,Validated,Planted,Conifer (>80%),20FGS52864,6,30.82,308167.9341125488,4229.728889101546
1223,Scotland,104000000027285,Ell Rigg,103000000017212,Auchencheyne Farm New Woodland Group 1’,Validated,Other,Open Ground,20FGS52864,6,1.56,15648.104522705078,2141.402821131568
1224,Scotland,104000000027287,Kinrive farm and Turfachie,,,Validated,Planted,Broadleaved (>80%),20FGS50383; 20FGS48707,8,12.89,128896.52426147461,7091.590430014441
1225,Scotland,104000000027287,Kinrive farm and Turfachie,,,Validated,Planted,Conifer (>80%),20FGS50383; 20FGS48707,8,44.25,442535.4449310303,11237.956996108931
1226,Scotland,104000000027287,Kinrive farm and Turfachie,,,Validated,Other,Existing Woodland,20FGS50383; 20FGS48707,8,0.6,5981.401184082031,408.15687815512604
1227,Scotland,104000000027287,Kinrive farm and Turfachie,,,Validated,Other,Open Ground,20FGS50383; 20FGS48707,8,17.42,174210.29051208496,17325.38287670806
1228,Scotland,104000000027289,Blackthird Farm,,,Validated,Planted,Broadleaved (>80%),20FGS53963,8,12.11,121105.79020690918,9015.9392832575
1229,Scotland,104000000027289,Blackthird Farm,,,Validated,Planted,Conifer (>80%),20FGS53963,8,66.78,667786.682723999,18655.68132107625
1230,Scotland,104000000027289,Blackthird Farm,,,Validated,Other,Open Ground,20FGS53963,8,41.33,413252.76194763184,27740.84788931893
1231,Scotland,104000000027290,Culhay,,,Validated,Planted,Broadleaved (>80%),18FGS32198,8,14.96,149607.4856262207,7019.957975444392
1232,Scotland,104000000027290,Culhay,,,Validated,Planted,Conifer (>80%),18FGS32198,8,137.6,1376001.1618041992,17337.914632042728
1233,Scotland,104000000027290,Culhay,,,Validated,Other,Open Ground,18FGS32198,8,38.15,381521.5210876465,14411.557510725817
1234,Scotland,104000000027293,Glensone,,,Validated,Planted,Broadleaved (>80%),21FGS57463,8,16.22,162240.4049987793,10760.67116309857
1235,Scotland,104000000027293,Glensone,,,Validated,Planted,Conifer (>80%),21FGS57463,8,67.22,672221.9331207275,15589.052085686706
1236,Scotland,104000000027293,Glensone,,,Validated,Other,Open Ground,21FGS57463,8,46.54,465403.77339172363,18646.003147302392
1237,Scotland,104000000027294,Kipps Farm,,,Validated,Planted,Broadleaved (>80%),20FGS4163,8,8.52,85171.45808410645,5893.6497761351575
1238,Scotland,104000000027294,Kipps Farm,,,Validated,Planted,Conifer (>80%),20FGS4163,8,1.98,19801.3367767334,835.2032836899878
1239,Scotland,104000000027294,Kipps Farm,,,Validated,Other,Open Ground,20FGS4163,8,1.63,16333.224975585938,3671.565695638963
1240,England,104000000027296,West Linton,,,Validated,Planted,Broadleaved (>80%),732135,8,0.46,4555.486602783203,442.492505676842
1241,England,104000000027296,West Linton,,,Validated,Planted,Conifer (>80%),732135,8,4.31,43128.48475646973,1295.0297512306647
1242,England,104000000027296,West Linton,,,Validated,Other,Open Ground,732135,8,0.57,5693.958160400391,2475.3218791874865
1243,England,104000000027297,Rowlands Hall,,,Validated,Planted,Broadleaved (>80%),CS Agreement - 636395,8,12.97,129722.60339355469,4175.720006882733
1244,Scotland,104000000027300,Blairfettie West,,,Validated,Planted,Broadleaved (>80%),18FGS31139,8,33.72,337151.5058441162,14508.201564915185
1245,Scotland,104000000027300,Blairfettie West,,,Validated,Planted,Conifer (>80%),18FGS31139,8,59.75,597455.8595581055,20856.894373566785
1246,Scotland,104000000027300,Blairfettie West,,,Validated,Other,Open Ground,18FGS31139,8,26.33,263330.5008392334,31481.099089592317
1247,Scotland,104000000027307,Blairfettie East,,,Validated,Planted,Broadleaved (>80%),18FGS31139,7,30.59,305941.96043395996,11044.21728076629
1248,Scotland,104000000027307,Blairfettie East,,,Validated,Planted,Conifer (>80%),18FGS31139,7,76.16,761552.888092041,24236.638012125546
1249,Scotland,104000000027307,Blairfettie East,,,Validated,Other,Open Ground,18FGS31139,7,43.25,432512.72663879395,34439.8094298197
1250,Scotland,104000000027309,Darclaboch,103000000017271,Blackshaw & Darclaboch,Validated,Planted,Broadleaved (>80%),20FGS55483,8,4.66,46564.051818847656,3139.6442917906993
1251,Scotland,104000000027309,Darclaboch,103000000017271,Blackshaw & Darclaboch,Validated,Planted,Conifer (>80%),20FGS55483,8,34.39,343883.9079437256,8215.921767695881
1252,Scotland,104000000027309,Darclaboch,103000000017271,Blackshaw & Darclaboch,Validated,Other,Open Ground,20FGS55483,8,9.49,94944.89389038086,10401.707361693776
1253,Scotland,104000000027311,Rosebery,,,Validated,Planted,Broadleaved (>80%),17FGS14260,7,14.97,149690.81771850586,10180.796141161747
1254,Scotland,104000000027311,Rosebery,,,Validated,Planted,Mixed predominantly broadleaved (50-80%),17FGS14260,7,0.65,6496.869155883789,312.82802649921035
1255,Scotland,104000000027311,Rosebery,,,Validated,Planted,Conifer (>80%),17FGS14260,7,13.9,139007.3731689453,4689.019894499565
1256,Scotland,104000000027311,Rosebery,,,Validated,Other,Open Ground,17FGS14260,7,4.24,42392.9944152832,6453.6450734377595
1257,Scotland,104000000027312,Dalmeny & Ochiltree,,,Validated,Planted,Broadleaved (>80%),17FGS20517,7,8.37,83726.28602600098,3409.6779846111326
1258,Scotland,104000000027312,Dalmeny & Ochiltree,,,Validated,Planted,Conifer (>80%),17FGS20517,7,10.56,105603.13648986816,2897.2464652186627
1259,Scotland,104000000027312,Dalmeny & Ochiltree,,,Validated,Planted,Mixed predominantly conifer (50-80%),17FGS20517,7,1.38,13787.87971496582,519.6910907555556
1260,Scotland,104000000027312,Dalmeny & Ochiltree,,,Validated,Other,Open Ground,17FGS20517,7,3.81,38066.87725830078,5583.362047665839
1261,Scotland,104000000027313,Broadford Native Woodland,,,Validated,Planted,Broadleaved (>80%),18FGS29238,6,20.04,200408.27152252197,6058.100740068326
1262,Scotland,104000000027313,Broadford Native Woodland,,,Validated,Other,Open Ground,18FGS29238,6,9.39,93906.13877868652,7057.011509617926
1263,England,104000000027314,Broughton Hall,,,Validated,Planted,Broadleaved (>80%),CCE42-29-06,8,149.21,1492291.502746582,39350.80044985387
1264,England,104000000027314,Broughton Hall,,,Validated,Other,Open Ground,CCE42-29-06,8,27.04,270171.3775482178,21232.719013714883
1265,Scotland,104000000027316,Longart,103000000017211,2021 FLS Woodland Carbon Projects,Validated,Planted,Broadleaved (>80%),No Grant,7,3.46,34636.351501464844,2874.777370926358
1266,Scotland,104000000027316,Longart,103000000017211,2021 FLS Woodland Carbon Projects,Validated,Other,Open Ground,No Grant,7,4.38,43844.87977600098,4469.771375775195
1267,Scotland,104000000027317,Hensol & Dornells,,,Validated,Planted,Conifer (>80%),20FGS51924,8,216.49,2164905.1986694336,67179.41369465544
1268,Scotland,104000000027317,Hensol & Dornells,,,Validated,Other,Existing Woodland,20FGS51924,8,8.66,86649.57627868652,4769.177985223859
1269,Scotland,104000000027317,Hensol & Dornells,,,Validated,Other,Open Ground,20FGS51924,8,54.06,540638.3282318115,63993.16671770111
1270,England,104000000027320,Young Peoples Forest at Mead Phase 2,103000000017287,Mead Woodland,Validated,Planted,Broadleaved (>80%),WCF 01 19_20,7,40.14,401351.56184387207,5701.208827973422
1271,England,104000000027320,Young Peoples Forest at Mead Phase 2,103000000017287,Mead Woodland,Validated,Other,Open Ground,WCF 01 19_20,7,126.58,1265764.0474853516,13960.993049658682
1272,Scotland,104000000027321,Knockburnie Woodland Creation,103000000017274,Hartwood Hill and Knockburnie,Validated,Planted,Broadleaved (>80%),19FGS43743,8,16.06,160623.41094970703,16492.672041953054
1273,Scotland,104000000027321,Knockburnie Woodland Creation,103000000017274,Hartwood Hill and Knockburnie,Validated,Planted,Mixed predominantly broadleaved (50-80%),19FGS43743,8,3.28,32838.41264343262,2738.7425211780956
1274,Scotland,104000000027321,Knockburnie Woodland Creation,103000000017274,Hartwood Hill and Knockburnie,Validated,Planted,Conifer (>80%),19FGS43743,8,131.65,1316485.2498779297,18234.012751234208
1275,Scotland,104000000027321,Knockburnie Woodland Creation,103000000017274,Hartwood Hill and Knockburnie,Validated,Other,Open Ground,19FGS43743,8,59.33,593288.946105957,28217.17745766984
1276,Scotland,104000000027322,Corrieburn,,,Validated,Planted,Broadleaved (>80%),18FGS29679,8,15.17,151653.19328308105,7502.274535702592
1277,Scotland,104000000027322,Corrieburn,,,Validated,Other,Open Ground,18FGS29679,8,5.76,57609.74606323242,8255.921168921554
1278,Scotland,104000000027324,Dyke Farm,,,Validated,Planted,Broadleaved (>80%),18FGS32058,8,17.37,173681.8146057129,5807.071372187389
1279,Scotland,104000000027324,Dyke Farm,,,Validated,Other,Open Ground,18FGS32058,8,4.88,48768.00329589844,7204.597747801308
1280,Scotland,104000000027325,Low Keirs,103000000017270,Westoun & Low Keirs,Validated,Planted,Broadleaved (>80%),20FGS52405,7,16.06,160596.16038513184,7902.838488490704
1281,Scotland,104000000027325,Low Keirs,103000000017270,Westoun & Low Keirs,Validated,Planted,Conifer (>80%),20FGS52405,7,41.11,411135.2084655762,9045.437001907787
1282,Scotland,104000000027325,Low Keirs,103000000017270,Westoun & Low Keirs,Validated,Planted,Mixed predominantly conifer (50-80%),20FGS52405,7,6.64,66355.25062561035,3031.850585373705
1283,Scotland,104000000027325,Low Keirs,103000000017270,Westoun & Low Keirs,Validated,Other,Open Ground,20FGS52405,7,35.66,356575.9175109863,19146.37588002123
1284,Scotland,104000000027327,Westoun,103000000017270,Westoun & Low Keirs,Validated,Planted,Broadleaved (>80%),20FGS54404,7,16.97,169705.41400146484,7347.897889776416
