OBJECTID,country,project_id,project_name,group_id,group_name,project_status,class,sub_class,grant_reference,phase,hectares,Shape__Area,Shape__Length
1728,Northern Ireland,104000000027978,Glas-na-Bradan Phase 1,,,Validated,Other,Open Ground,1593; 1871,8,7.89,78911.77919769287,15140.36861542771
1729,England,104000000027982,Lowther 5,103000000017333,Whitbystead and Ravensworth,Under Development,Planted,Broadleaved (>80%),,9,4.36,43601.97856140137,3886.209736079896
1730,Scotland,104000000027985,Damside,71,FLS Woodland Carbon Projects Group 2,Validated,Planted,Broadleaved (>80%),n/a,8,17.65,176502.4395904541,14861.071178488652
1731,Scotland,104000000027985,Damside,71,FLS Woodland Carbon Projects Group 2,Validated,Planted,Conifer (>80%),n/a,8,128.85,1288514.8426208496,39695.765671453366
1732,Scotland,104000000027985,Damside,71,FLS Woodland Carbon Projects Group 2,Validated,Planted,Mixed predominantly conifer (50-80%),n/a,8,4.92,49171.1971282959,2765.4723832829723
1733,Scotland,104000000027985,Damside,71,FLS Woodland Carbon Projects Group 2,Validated,Other,Existing Woodland,n/a,8,89.79,897869.938369751,15035.953102703977
1734,Scotland,104000000027985,Damside,71,FLS Woodland Carbon Projects Group 2,Validated,Other,Open Ground,n/a,8,234.11,2341089.3571777344,73736.01912181464
1735,England,104000000027986,Oakley Wood,35,CS 6,Validated,Planted,Broadleaved (>80%),EWCO 70 21_22,8,14.1,140962.31817626953,4348.8487752581
1736,England,104000000027986,Oakley Wood,35,CS 6,Validated,Other,Open Ground,EWCO 70 21_22,8,1.33,13317.966369628906,2078.430048457888
1737,Scotland,104000000027990,Trochry Hill,,,Validated,Planted,Broadleaved (>80%),19FGS44463,8,24.8,248007.50521850586,9623.904663696325
1738,Scotland,104000000027990,Trochry Hill,,,Validated,Planted,Conifer (>80%),19FGS44463,8,54.97,549739.896774292,7719.7489080061005
1739,Scotland,104000000027990,Trochry Hill,,,Validated,Other,Open Ground,19FGS44463,8,45.05,450532.1435546875,15637.616583646284
1740,England,104000000027991,Lowther 6,103000000017333,Whitbystead and Ravensworth,Under Development,Planted,Broadleaved (>80%),,9,181.43,1814286.2962646484,45536.79071549258
1741,England,104000000027992,Abbey Wood,,,Validated,Planted,Broadleaved (>80%),WCF 05-19-20,9,2.02,20152.314361572266,3536.853526292924
1742,England,104000000027992,Abbey Wood,,,Validated,Planted,Conifer (>80%),WCF 05-19-20,9,11.93,119326.32331848145,5686.23930921682
1743,England,104000000027992,Abbey Wood,,,Validated,Other,Existing Woodland,WCF 05-19-20,9,5.25,52471.09776306152,1803.9935852475369
1744,England,104000000027992,Abbey Wood,,,Validated,Other,Open Ground,WCF 05-19-20,9,5.16,51624.343185424805,8776.361113088737
1745,England,104000000028010,Young Peoples' Forest at Mead - Phase 3,,,Validated,Planted,Broadleaved (>80%),WCF 01 19_20,8,17.81,178091.39669799805,10282.058916977017
1746,England,104000000028010,Young Peoples' Forest at Mead - Phase 3,,,Validated,Other,Open Ground,WCF 01 19_20,8,6.16,61565.463439941406,12378.383859772588
1747,Wales,104000000028011,Mynydd Argoed,,,Validated,Planted,Broadleaved (>80%),P0000515,8,6.51,65093.41267776489,3491.8419924218915
1748,Wales,104000000028011,Mynydd Argoed,,,Validated,Planted,Mixed predominantly conifer (50-80%),P0000515,8,25.74,257424.92887115479,3154.3234026867817
1749,Scotland,104000000028013,Gowmacmorran,,,Validated,Planted,Broadleaved (>80%),18FGS29038,7,7.13,71267.38604736328,6001.773601455615
1750,Scotland,104000000028013,Gowmacmorran,,,Validated,Planted,Conifer (>80%),18FGS29038,7,30.77,307714.1689147949,8853.931859427936
1751,Scotland,104000000028013,Gowmacmorran,,,Validated,Planted,Mixed predominantly conifer (50-80%),18FGS29038,7,3.48,34845.79425048828,1543.6377223847655
1752,Scotland,104000000028013,Gowmacmorran,,,Validated,Other,Open Ground,18FGS29038,7,7.74,77430.35403442383,14585.381815840467
1753,England,104000000028014,Bradenham,103000000017295,Forest Carbon Group Scheme 14,Validated,Planted,Broadleaved (>80%),EWCO 195 221 22,9,8.01,80099.41233825684,2896.787865994794
1754,England,104000000028014,Bradenham,103000000017295,Forest Carbon Group Scheme 14,Validated,Other,Open Ground,EWCO 195 221 22,9,0.14,1414.8163146972656,459.65529505021914
1755,Northern Ireland,104000000028016,Ballyclare,103000000017295,Forest Carbon Group Scheme 14,Validated,Planted,Broadleaved (>80%),1374,8,1.52,15185.840538024902,736.1504489333937
1756,Scotland,104000000028018,Loch Glow,,,Validated,Planted,Broadleaved (>80%),21FGS56586-005,8,32.12,321150.9404144287,7454.0103288059445
1757,Scotland,104000000028018,Loch Glow,,,Validated,Other,Open Ground,21FGS56586-005,8,60.13,601264.6103057861,5857.920892472611
1758,Scotland,104000000028020,Craigenhigh WC,,,Validated,Planted,Broadleaved (>80%),21FGS60965,8,14.63,146300.1332397461,17960.25253206227
1759,Scotland,104000000028020,Craigenhigh WC,,,Validated,Planted,Conifer (>80%),21FGS60965,8,137.47,1374741.879486084,24885.616211458717
1760,Scotland,104000000028020,Craigenhigh WC,,,Validated,Other,Open Ground,21FGS60965,8,43.82,438195.0075073242,23775.0253593009
1761,England,104000000028021,Dunholme,35,CS 6,Validated,Planted,Broadleaved (>80%),EWCO 35 21-22,8,9.57,95741.0129699707,3657.414964019264
1762,England,104000000028021,Dunholme,35,CS 6,Validated,Other,Open Ground,EWCO 35 21-22,8,3.02,30183.084243774414,1675.5284363883693
1763,Wales,104000000028022,Ddolwen,103000000017276,CS 4,Validated,Planted,Broadleaved (>80%),P0000576,8,3.25,32472.844493865967,3838.3237284773886
1764,Wales,104000000028022,Ddolwen,103000000017276,CS 4,Validated,Planted,Conifer (>80%),P0000576,8,11.62,116170.4468536377,3202.452847822076
1765,England,104000000028023,Warden's Wood,,,Validated,Planted,Broadleaved (>80%),n/a,8,3.62,36208.81568145752,1141.5520330972038
1766,England,104000000028023,Warden's Wood,,,Validated,Other,Open Ground,n/a,8,0.29,2883.3857421875,1320.7768944488262
1767,Wales,104000000028025,Tan y rhiw,,,Validated,Planted,Broadleaved (>80%),P0000433,8,33.2,331971.88258743286,9410.86452834745
1768,Wales,104000000028025,Tan y rhiw,,,Validated,Other,Existing Woodland,P0000433,8,6.08,60843.74100112915,2599.789174509837
1769,Wales,104000000028025,Tan y rhiw,,,Validated,Other,Open Ground,P0000433,8,13.53,135347.84873199463,6026.728150397873
1770,Wales,104000000028028,Upper Marros Farm,103000000017296,2022 HW CARBON SCHEME,Under Development,Planted,Broadleaved (>80%),P0000497,8,9.1,90983.25842666626,1812.8770392021154
1771,Wales,104000000028028,Upper Marros Farm,103000000017296,2022 HW CARBON SCHEME,Under Development,Other,Existing Woodland,P0000497,8,0.5,5023.992733001709,453.4329811330199
1772,Wales,104000000028028,Upper Marros Farm,103000000017296,2022 HW CARBON SCHEME,Under Development,Other,Open Ground,P0000497,8,0.09,917.4175872802734,112.78622761413996
1773,Scotland,104000000028032,Fasque Upland Woodland,,,Validated,Planted,Broadleaved (>80%),22FGS68748,8,194.57,1945662.7150878906,57975.596025463725
1774,Scotland,104000000028032,Fasque Upland Woodland,,,Validated,Planted,Conifer (>80%),22FGS68748,8,375.09,3750880.6934509277,54959.947320005485
1775,Scotland,104000000028032,Fasque Upland Woodland,,,Validated,Other,Open Ground,22FGS68748,8,178.85,3529760.7127461433,75867.81445160974
1776,Scotland,104000000028046,Cringletie,103000000017216,FDL 2021 Group Scheme,Validated,Planted,Broadleaved (>80%),21FGS57724,7,2.07,20749.1143951416,1849.940094790862
1777,Scotland,104000000028046,Cringletie,103000000017216,FDL 2021 Group Scheme,Validated,Planted,Mixed predominantly conifer (50-80%),21FGS57724,7,1.62,16153.107727050781,1205.227274390673
1778,Scotland,104000000028046,Cringletie,103000000017216,FDL 2021 Group Scheme,Validated,Other,Open Ground,21FGS57724,7,0.77,7689.321838378906,1279.296920592635
1779,England,104000000028049,Beckside,35,CS 6,Validated,Planted,Broadleaved (>80%),EWCO 130 21_22,8,5.16,51625.198669433594,4666.844647333498
1780,England,104000000028049,Beckside,35,CS 6,Validated,Other,Open Ground,EWCO 130 21_22,8,1.06,10557.316604614258,2398.488113896419
1781,England,104000000028050,High Church farm,,,Under Development,Planted,Broadleaved (>80%),,8,3.71,37110.039081573486,2647.602997836189
1782,England,104000000028050,High Church farm,,,Under Development,Other,Open Ground,,8,0.66,6623.391452789307,1717.3962258176032
1783,Scotland,104000000028051,Waterside Hill,,,Validated,Planted,Broadleaved (>80%),19FGS42303,8,45.99,459865.7514953613,23898.54399120594
1784,Scotland,104000000028051,Waterside Hill,,,Validated,Planted,Mixed predominantly broadleaved (50-80%),19FGS42303,8,2.25,22493.797729492188,1475.13196881154
1785,Scotland,104000000028051,Waterside Hill,,,Validated,Planted,Conifer (>80%),19FGS42303,8,88.28,882761.4471588135,28355.11207765734
1786,Scotland,104000000028051,Waterside Hill,,,Validated,Other,Open Ground,19FGS42303,8,90.41,904117.5790100098,51117.410742273176
1787,Northern Ireland,104000000028054,Brone Lane,,,Under Development,Planted,Broadleaved (>80%),,8,6.35,63470.3461227417,2688.0034967564357
1788,Northern Ireland,104000000028054,Brone Lane,,,Under Development,Other,Open Ground,,8,2.38,23773.12610244751,4047.8120452805592
1789,Scotland,104000000028056,Gallowhill Farm,,,Validated,Planted,Broadleaved (>80%),21FGS58423,7,1.57,15736.257919311523,1273.812849124017
1790,Scotland,104000000028056,Gallowhill Farm,,,Validated,Planted,Conifer (>80%),21FGS58423,7,2.97,29702.548782348633,1442.93688354506
1791,Scotland,104000000028056,Gallowhill Farm,,,Validated,Other,Open Ground,21FGS58423,7,0.91,9056.97445678711,1464.6083772428738
1792,Scotland,104000000028058,Quinlochmuir Phase 2,,,Validated,Planted,Broadleaved (>80%),20FGS50503,8,25.75,257512.10829162598,16042.79538100174
1793,Scotland,104000000028058,Quinlochmuir Phase 2,,,Validated,Planted,Conifer (>80%),20FGS50503,8,30.69,306931.0406188965,10479.216980377785
1794,Scotland,104000000028058,Quinlochmuir Phase 2,,,Validated,Other,Existing Woodland,20FGS50503,8,11.5,114961.78785705566,3729.5319668470156
1795,Scotland,104000000028058,Quinlochmuir Phase 2,,,Validated,Other,Open Ground,20FGS50503,8,27,270045.6046295166,24139.228281025826
1796,Wales,104000000028063,Glangwesyn,,,Validated,Planted,Broadleaved (>80%),P0000472; P0000546,8,6.86,68636.67750549316,4415.423623875936
1797,Wales,104000000028063,Glangwesyn,,,Validated,Planted,Conifer (>80%),P0000472; P0000546,8,17.13,171321.9002380371,3219.610167905808
1798,Wales,104000000028063,Glangwesyn,,,Validated,Other,Open Ground,P0000472; P0000546,8,0.76,7563.101531982422,1153.3821167609508
1799,Scotland,104000000028067,Lower Corryhabbie,78,CS 11,Validated,Planted,Broadleaved (>80%),20FGS54445; 21FGS59803,8,19.42,194226.5221862793,5955.95232195542
1800,Scotland,104000000028067,Lower Corryhabbie,78,CS 11,Validated,Other,Existing Woodland,20FGS54445; 21FGS59803,8,9.72,97175.11668395996,2653.3762929337904
1801,Scotland,104000000028067,Lower Corryhabbie,78,CS 11,Validated,Other,Open Ground,20FGS54445; 21FGS59803,8,18,179962.39018249512,4234.35375925968
1802,Scotland,104000000028081,High Minnoch,,,Validated,Planted,Broadleaved (>80%),21FGS60425,8,21.02,210156.9799118042,7211.559339301829
1803,Scotland,104000000028081,High Minnoch,,,Validated,Other,Existing Woodland,21FGS60425,8,0.84,8359.862396240234,1274.8359234402192
1804,Scotland,104000000028081,High Minnoch,,,Validated,Other,Open Ground,21FGS60425,8,7.37,73665.81771087646,3636.358148662251
1805,Scotland,104000000028082,Corrachaive Farm,36,CS 7,Validated,Planted,Broadleaved (>80%),21FGS62345,8,9.58,95801.23239135742,4245.410159886915
1806,Scotland,104000000028082,Corrachaive Farm,36,CS 7,Validated,Other,Open Ground,21FGS62345,8,3.74,37416.52900695801,5031.93874216666
1807,Wales,104000000028084,Ffrydd Vaughn,103000000017296,2022 HW CARBON SCHEME,Under Development,Planted,Broadleaved (>80%),P0000514,8,16.23,162340.09176635742,4616.475847429903
1808,Wales,104000000028084,Ffrydd Vaughn,103000000017296,2022 HW CARBON SCHEME,Under Development,Other,Open Ground,P0000514,8,1.53,15339.794647216797,2124.057631234628
1809,England,104000000028088,Ruthvoes,,,Under Development,Planted,Broadleaved (>80%),,8,6.65,66544.26711368561,5242.759489864818
1810,England,104000000028088,Ruthvoes,,,Under Development,Other,Existing Woodland,,8,0.75,7505.553586959839,474.79602995268397
1811,England,104000000028088,Ruthvoes,,,Under Development,Other,Open Ground,,8,2.44,24353.843947410583,4723.384235205596
1812,Wales,104000000028089,Cwm Farm,90,CS 14,Under Development,Planted,Broadleaved (>80%),P0000492,8,5.71,57074.683895111084,2314.15869769833
1813,Wales,104000000028090,Hafod y Maidd,103000000017276,CS 4,Validated,Planted,Broadleaved (>80%),P0000585,8,3.13,31323.10046005249,2471.3739859349307
1814,Wales,104000000028090,Hafod y Maidd,103000000017276,CS 4,Validated,Planted,Conifer (>80%),P0000585,8,13.46,134583.24011611938,2778.1105786671587
1815,Wales,104000000028090,Hafod y Maidd,103000000017276,CS 4,Validated,Other,Existing Woodland,P0000585,8,5.35,53489.23822402954,3095.1219291227317
1816,Wales,104000000028090,Hafod y Maidd,103000000017276,CS 4,Validated,Other,Open Ground,P0000585,8,2.58,25790.901599884033,3772.179088840652
1817,Scotland,104000000028091,Nether Durdie,,,Validated,Planted,Broadleaved (>80%),20FGS54327,8,5.64,56407.20782470703,5009.292498888341
1818,Scotland,104000000028091,Nether Durdie,,,Validated,Planted,Conifer (>80%),20FGS54327,8,19.39,193868.21926879883,7728.026163891051
1819,Scotland,104000000028091,Nether Durdie,,,Validated,Other,Open Ground,20FGS54327,8,4.46,44633.614349365234,6943.96400159942
1820,Scotland,104000000028115,Fasque Estate Lowland Woodland,,,Validated,Planted,Broadleaved (>80%),22FGS68749,8,24.05,240460.11611938477,15286.680439841455
1821,Scotland,104000000028115,Fasque Estate Lowland Woodland,,,Validated,Planted,Conifer (>80%),22FGS68749,8,46.23,462295.8898925781,11468.30293526156
1822,Scotland,104000000028115,Fasque Estate Lowland Woodland,,,Validated,Other,Open Ground,22FGS68749,8,13.47,134692.38360595703,16820.823726725288
1823,England,104000000028118,Billet Field Wood,,,Validated,Planted,Broadleaved (>80%),EWCO215-21-22,9,0.74,7433.943328857422,870.4582695167726
1824,England,104000000028118,Billet Field Wood,,,Validated,Planted,Mixed predominantly broadleaved (50-80%),EWCO215-21-22,9,0.46,4564.6594314575195,477.8300314062271
1825,England,104000000028118,Billet Field Wood,,,Validated,Other,Open Ground,EWCO215-21-22,9,0.53,5298.582572937012,1229.0044437884148
1826,England,104000000028119,Borough Wood,,,Under Development,Planted,Broadleaved (>80%),EWCO 36 21_22,8,2.51,25053.990936279297,2408.965717159013
1827,England,104000000028119,Borough Wood,,,Under Development,Other,Open Ground,EWCO 36 21_22,8,0.51,5100.864768981934,1802.4615587330627
1828,Scotland,104000000028132,Rest and Be Thankful - Woodland Creation,,,Validated,Planted,Broadleaved (>80%),n/a,8,69.74,697433.0736236572,5823.6889232702415
1829,Scotland,104000000028132,Rest and Be Thankful - Woodland Creation,,,Validated,Natural Regeneration - Upfront,Broadleaved (>80%),n/a,8,10.35,103533.59008789062,2034.7793278213885
1830,Scotland,104000000028132,Rest and Be Thankful - Woodland Creation,,,Validated,Other,Open Ground,n/a,8,41.28,412845.2476196289,6276.668194961536
1831,England,104000000028135,Hope Coppice - Solihull,103000000017257,STW CWG Group 1,Validated,Planted,Broadleaved (>80%),n/a,8,4.63,46251.061111450195,5233.574385724663
1832,England,104000000028135,Hope Coppice - Solihull,103000000017257,STW CWG Group 1,Validated,Other,Open Ground,n/a,8,7.66,76564.20009613037,7139.006051954457
1833,England,104000000028140,Aldridge Airport - Walsall,103000000017257,STW CWG Group 1,Validated,Planted,Broadleaved (>80%),n/a,8,9.48,94814.68353271484,4738.1280174833755
1834,England,104000000028140,Aldridge Airport - Walsall,103000000017257,STW CWG Group 1,Validated,Other,Open Ground,n/a,8,1.31,13116.530319213867,2912.090484471878
1835,England,104000000028142,Whitbarrow Wood,,,Validated,Planted,Broadleaved (>80%),"EWCO 89 21/22
2",8,4.06,40575.03924560547,3775.877779101635
1836,England,104000000028142,Whitbarrow Wood,,,Validated,Other,Open Ground,"EWCO 89 21/22
2",8,0.71,7070.542617797852,2765.218024118288
1837,Wales,104000000028150,Cwmcringlyn,103000000017276,CS 4,Validated,Planted,Broadleaved (>80%),P0000535,8,15.4,153984.7607574463,6419.277301552217
1838,Wales,104000000028150,Cwmcringlyn,103000000017276,CS 4,Validated,Planted,Conifer (>80%),P0000535,8,45.64,456433.64025115967,8392.918496689932
1839,Wales,104000000028150,Cwmcringlyn,103000000017276,CS 4,Validated,Other,Existing Woodland,P0000535,8,0.13,1289.781867980957,152.158279752783
1840,Wales,104000000028150,Cwmcringlyn,103000000017276,CS 4,Validated,Other,Open Ground,P0000535,8,3.73,37330.527404785156,3862.2184734646225
1841,Scotland,104000000028156,Castle Lachlan,,,Validated,Planted,Broadleaved (>80%),20FGS50923,8,28.34,283414.32052612305,12944.785136746792
1842,Scotland,104000000028156,Castle Lachlan,,,Validated,Planted,Conifer (>80%),20FGS50923,8,124.69,1246930.5430145264,40632.77437479114
1843,Scotland,104000000028156,Castle Lachlan,,,Validated,Other,Open Ground,20FGS50923,8,219.95,2199457.9692993164,63200.43044891412
1844,Scotland,104000000028159,Cambusavie,85,Cambusmore Group 2,Under Development,Planted,Broadleaved (>80%),22FGS64165,8,33.6,336004.53515625,15374.58846717873
1845,Scotland,104000000028159,Cambusavie,85,Cambusmore Group 2,Under Development,Planted,Conifer (>80%),22FGS64165,8,75.83,758264.9114379883,17695.196188803628
1846,Scotland,104000000028159,Cambusavie,85,Cambusmore Group 2,Under Development,Other,Existing Woodland,22FGS64165,8,55.3,553047.6149597168,7793.901551269031
1847,Scotland,104000000028159,Cambusavie,85,Cambusmore Group 2,Under Development,Other,Open Ground,22FGS64165,8,145.74,1457364.038925171,28846.397515895253
1848,Wales,104000000028166,Bryn Rhyg,103000000017272,CS 2,Validated,Planted,Broadleaved (>80%),P0000568,8,2.82,28190.66245651245,3425.440879486512
1849,Wales,104000000028166,Bryn Rhyg,103000000017272,CS 2,Validated,Planted,Conifer (>80%),P0000568,8,8.19,81853.23432922363,2779.0709499069544
1850,Wales,104000000028166,Bryn Rhyg,103000000017272,CS 2,Validated,Other,Open Ground,P0000568,8,1.93,19305.842361450195,2476.9315361079593
1851,Scotland,104000000028170,Blackmark,103000000017273,CS Scotland 2,Validated,Planted,Broadleaved (>80%),21FGS56423,8,6.26,62559.532943725586,8170.240793123481
1852,Scotland,104000000028170,Blackmark,103000000017273,CS Scotland 2,Validated,Planted,Conifer (>80%),21FGS56423,8,95.52,955234.5552520752,25318.3979857262
1853,Scotland,104000000028170,Blackmark,103000000017273,CS Scotland 2,Validated,Other,Open Ground,21FGS56423,8,135.29,1352911.4027557373,39427.76813054943
1854,England,104000000028173,Swanstone,103000000017262,Peter Solly,Under Development,Planted,Broadleaved (>80%),WCPG 69 20_21; EWCO 31 21_22,8,2.75,27462.563592910767,3603.5773034074555
1855,England,104000000028173,Swanstone,103000000017262,Peter Solly,Under Development,Planted,Conifer (>80%),WCPG 69 20_21; EWCO 31 21_22,8,8.82,88161.87224006653,4522.974403048469
1856,England,104000000028173,Swanstone,103000000017262,Peter Solly,Under Development,Other,Existing Woodland,WCPG 69 20_21; EWCO 31 21_22,8,5.56,55550.5395488739,1957.9329022551915
1857,England,104000000028173,Swanstone,103000000017262,Peter Solly,Under Development,Other,Open Ground,WCPG 69 20_21; EWCO 31 21_22,8,7.38,73750.90981864929,8643.310146657725
1858,Scotland,104000000028174,Trinity Gask,,,Validated,Planted,Broadleaved (>80%),21FGS59103,9,7.33,73289.03469848633,4384.92109134209
1859,Scotland,104000000028174,Trinity Gask,,,Validated,Planted,Conifer (>80%),21FGS59103,9,26.79,267880.9188079834,6359.7362184492285
1860,Scotland,104000000028174,Trinity Gask,,,Validated,Other,Open Ground,21FGS59103,9,3.54,35381.547271728516,3767.4001690041014
1861,England,104000000028177,Toadpool Wood,90,CS 14,Under Development,Planted,Broadleaved (>80%),EWCO 50 21_22,8,13.68,136757.82069396973,4648.87970887927
1862,England,104000000028177,Toadpool Wood,90,CS 14,Under Development,Other,Open Ground,EWCO 50 21_22,8,2.91,29092.72523498535,7126.439329486198
1863,Scotland,104000000028191,Tarvie,77,Cambusmore Group 1,Under Development,Planted,Broadleaved (>80%),22FGS64165,8,34.62,346161.5188598633,18403.45806493485
1864,Scotland,104000000028191,Tarvie,77,Cambusmore Group 1,Under Development,Planted,Mixed predominantly conifer (50-80%),22FGS64165,8,42.82,428165.31799316406,19467.466646721095
1865,Scotland,104000000028191,Tarvie,77,Cambusmore Group 1,Under Development,Other,Open Ground,22FGS64165,8,103.96,1039644.8245849609,28014.19705477754
1866,Scotland,104000000028193,Montgreenan,,,Validated,Planted,Broadleaved (>80%),22FGS63750-00,7,13.54,135414.15190124512,2399.910740456663
1867,Scotland,104000000028193,Montgreenan,,,Validated,Other,Open Ground,22FGS63750-00,7,1.71,17100.412994384766,3112.702571901901
1868,England,104000000028202,Burton Fields Farm,,,Under Development,Planted,Broadleaved (>80%),,8,5.6,56007.52986907959,4524.465888112117
1869,England,104000000028202,Burton Fields Farm,,,Under Development,Other,Open Ground,,8,0.81,8105.05598449707,5106.036333970485
1870,Scotland,104000000028203,Wooplaw,,,Validated,Planted,Broadleaved (>80%),19FGS36038-001,7,1.28,12822.821823120117,2848.3909198093165
1871,Scotland,104000000028203,Wooplaw,,,Validated,Planted,Conifer (>80%),19FGS36038-001,7,23.06,230605.5234222412,5535.162513778654
1872,Scotland,104000000028203,Wooplaw,,,Validated,Other,Open Ground,19FGS36038-001,7,3.76,37576.94869995117,5190.036865780665
1873,Scotland,104000000028208,Whitton,103000000017272,CS 2,Validated,Planted,Broadleaved (>80%),22FGS63725,8,7.05,70462.6812133789,7385.588707750187
1874,Scotland,104000000028208,Whitton,103000000017272,CS 2,Validated,Planted,Conifer (>80%),22FGS63725,8,48,480002.9562988281,7171.420462648123
1875,Scotland,104000000028208,Whitton,103000000017272,CS 2,Validated,Other,Existing Woodland,22FGS63725,8,0.5,5008.500061035156,301.1846543360764
1876,Scotland,104000000028208,Whitton,103000000017272,CS 2,Validated,Other,Open Ground,22FGS63725,8,13.96,139594.87344360352,10295.319454051061
1877,Scotland,104000000028224,Lochwood Mains,103000000017261,Lochwood Mains and Eastfields,Validated,Planted,Broadleaved (>80%),20FGS54684,7,1.28,12787.032150268555,1347.3340159562656
1878,Scotland,104000000028224,Lochwood Mains,103000000017261,Lochwood Mains and Eastfields,Validated,Planted,Conifer (>80%),20FGS54684,7,2.2,21998.509674072266,1372.22224228627
1879,Scotland,104000000028224,Lochwood Mains,103000000017261,Lochwood Mains and Eastfields,Validated,Other,Open Ground,20FGS54684,7,0.27,2728.726364135742,545.6110260154139
1880,Scotland,104000000028225,Eastfields,103000000017261,Lochwood Mains and Eastfields,Validated,Planted,Broadleaved (>80%),21FGS62045,7,6.91,69123.6323852539,4922.14547266741
1881,Scotland,104000000028225,Eastfields,103000000017261,Lochwood Mains and Eastfields,Validated,Planted,Conifer (>80%),21FGS62045,7,20.03,200285.67546081543,6175.972170290525
1882,Scotland,104000000028225,Eastfields,103000000017261,Lochwood Mains and Eastfields,Validated,Other,Open Ground,21FGS62045,7,1.72,17192.256439208984,3558.952531432885
1883,Scotland,104000000028227,Dalquhairn,103000000017272,CS 2,Validated,Planted,Broadleaved (>80%),21FGS62825,8,3.4,34036.798431396484,4053.3192749652844
1884,Scotland,104000000028227,Dalquhairn,103000000017272,CS 2,Validated,Planted,Conifer (>80%),21FGS62825,8,24.92,252335.0524749756,8664.478003114511
1885,Scotland,104000000028227,Dalquhairn,103000000017272,CS 2,Validated,Other,Open Ground,21FGS62825,8,36.16,370660.7677953858,11339.654275357088
1886,Scotland,104000000028228,Blackcastle Woodland,103000000017275,CS 3,Validated,Planted,Broadleaved (>80%),22FGS63887,8,5.2,52033.38427734375,4166.554600740221
1887,Scotland,104000000028228,Blackcastle Woodland,103000000017275,CS 3,Validated,Planted,Conifer (>80%),22FGS63887,8,19.39,193892.41667175293,3178.572437605765
1888,Scotland,104000000028228,Blackcastle Woodland,103000000017275,CS 3,Validated,Other,Open Ground,22FGS63887,8,4.71,47095.99905395508,2146.687268279964
1889,Northern Ireland,104000000028229,Corvanaghan Road,,,Validated,Planted,Broadleaved (>80%),648036 - Oliver McKenna - FES 2021/2022,8,0.96,9629.505657196045,2844.8224248917636
1890,Northern Ireland,104000000028229,Corvanaghan Road,,,Validated,Planted,Conifer (>80%),648036 - Oliver McKenna - FES 2021/2022,8,3.8,38030.77458190918,1933.795345099141
1891,Northern Ireland,104000000028229,Corvanaghan Road,,,Validated,Other,Open Ground,648036 - Oliver McKenna - FES 2021/2022,8,1.08,10803.362174987793,3133.8083507608108
1892,Wales,104000000028230,Blaenavon,103000000017262,Peter Solly,Under Development,Planted,Broadleaved (>80%),,9,8.49,84884.47959136963,5081.335245252045
1893,Wales,104000000028230,Blaenavon,103000000017262,Peter Solly,Under Development,Planted,Conifer (>80%),,9,21.49,214876.38348770142,4507.5698478712475
1894,Wales,104000000028230,Blaenavon,103000000017262,Peter Solly,Under Development,Other,Open Ground,,9,14.09,140880.23834991455,9009.246875242741
1895,Scotland,104000000028232,Corrennie Hill Woodland Creation,,,Validated,Planted,Broadleaved (>80%),19FGS43903,8,26.11,261096.79467773438,12399.619046299385
1896,Scotland,104000000028232,Corrennie Hill Woodland Creation,,,Validated,Planted,Conifer (>80%),19FGS43903,8,84.37,843709.9234008789,14970.665785089443
1897,Scotland,104000000028232,Corrennie Hill Woodland Creation,,,Validated,Other,Open Ground,19FGS43903,8,51.14,511413.51947021484,8624.596342870702
1898,Wales,104000000028249,Trefochlyd,103000000017296,2022 HW CARBON SCHEME,Under Development,Planted,Broadleaved (>80%),P0000458,8,4.5,45028.97983169556,1366.1222513501775
1899,Wales,104000000028249,Trefochlyd,103000000017296,2022 HW CARBON SCHEME,Under Development,Other,Open Ground,P0000458,8,0.21,2134.935291290283,401.73563862268014
1900,England,104000000028257,NIA P1,67,CS 9,Validated,Planted,Broadleaved (>80%),LE174_04,8,5.75,57452.87791442871,3350.2635836238605
1901,England,104000000028258,Charity Down,,,Under Development,Planted,Broadleaved (>80%),,8,18.54,185410.46572875977,8746.659526694459
1902,England,104000000028258,Charity Down,,,Under Development,Other,Open Ground,,8,4.06,40638.47691345215,9234.506583259046
1903,Scotland,104000000028261,Foudland Hill WC,,,Validated,Planted,Broadleaved (>80%),20FGS54784,8,57.08,570801.4715270996,25969.543765058603
1904,Scotland,104000000028261,Foudland Hill WC,,,Validated,Planted,Conifer (>80%),20FGS54784,8,166.94,1669444.139831543,24833.3680082889
1905,Scotland,104000000028261,Foudland Hill WC,,,Validated,Other,Open Ground,20FGS54784,8,117.72,1177153.524017334,31904.852504924907
1906,England,104000000028262,Hewitson Farm Project 1,,,Validated,Planted,Broadleaved (>80%),EWCO 90 21_22,8,4.82,48200.018142700195,4779.720637081891
1907,England,104000000028262,Hewitson Farm Project 1,,,Validated,Other,Existing Woodland,EWCO 90 21_22,8,0.76,7608.250106811523,745.6724602407908
1908,England,104000000028262,Hewitson Farm Project 1,,,Validated,Other,Open Ground,EWCO 90 21_22,8,0.51,5053.486877441406,1238.7087251386445
1909,Scotland,104000000028263,Eastend Carmichael Woodland Creation,,,Validated,Planted,Broadleaved (>80%),21FGS61326,8,2.83,28306.969787597656,2958.1461980153385
